n,d,sqrt_n,d_over_sqrt_n,relative_norm_mean,relative_norm_std,abs_norm_mean
2000,476,44.721359549995796,10.643683572898999,0.39545769630042266,0.018294470341771996,0.40728324159158513
2000,576,44.721359549995796,12.879751550398788,0.4441256353841182,0.015604184436957914,0.46195420243593743
2000,676,44.721359549995796,15.115819527898578,0.5147914625013648,0.0187004324078103,0.5386169101211179
2000,776,44.721359549995796,17.351887505398366,0.5651937949631372,0.01701211863825448,0.589025937198986
2000,876,44.721359549995796,19.587955482898156,0.6184802984255053,0.016900076645893238,0.6639949592340608
2000,976,44.721359549995796,21.824023460397946,0.6816271556482594,0.023525435540523887,0.7456170360465546
2000,1076,44.721359549995796,24.060091437897736,0.7428953575111712,0.02791502751192467,0.8252414084020103
2000,1176,44.721359549995796,26.296159415397526,0.8411371742404461,0.025230604988419992,0.937706537515532
2000,1276,44.721359549995796,28.532227392897315,0.8941781045320107,0.02348442711347978,1.0335243817957207
2000,1376,44.721359549995796,30.768295370397105,0.9654021671947864,0.03141216974835644,1.1840929286045223
2000,1476,44.721359549995796,33.00436334789689,1.0726654178984938,0.060115916629019016,1.3503396947157786
2000,1576,44.721359549995796,35.240431325396685,1.1297854643288026,0.023637831971889345,1.498830568694856
2000,1676,44.721359549995796,37.47649930289647,1.171492296774569,0.03981248489706925,1.6814807382894785
2000,1776,44.721359549995796,39.712567280396264,1.1944891913641107,0.0657304795960248,1.9085157456609754
